"Country Name","Country Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Mozambique","MOZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5014689189.77264","5260408916.88941","4985219536.06459","5422280803.0521","5756231621.02662","5885016369.3189","7464867958.22473","8274211304.1758","9255482621.54994","9979536623.10767","10147043443.1955","11437845371.1583","12443696079.1552","13252611816.187","14287797989.3377","15533789398.9543","17064031608.4163","18331217003.1052","19591709145.1517","20836069044.5552","22229529470.2057","23811739934.0183","25525753222.8233","27348721677.8104","29384516058.2905","31326751237.465","",
"Myanmar","MMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30184121260.0671","29987738263.4301","32884836400.0611","34870886572.7536","37478516949.959","40082543585.3328","42664947772.4105","45076192691.994","47720458236.5633","52943524418.5167","60221104519.1272","67052584851.1821","75116002450.104","85515059493.5204","97114887944.796","110292358553.617","124714299172.241","139669333592.17","153992850292.438","170239110005.696","186640693983.304","197076675497.924","211527658640.394","229350981325.279","247678976353.734","265744759763.329","",
"Namibia","NAM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8091022452.72737","8751703991.95909","9380893971.71323","9232719080.19852","9392433989.49826","9758646323.54805","10070076368.2009","10495043687.5858","10840497029.744","11205743575.6226","11597068672.6808","11733676210.683","12295562223.4441","12816868771.6469","14389440641.4833","14753387382.4224","15796920343.8673","16842217483.7141","17288504578.0913","17339673542.8735","18386859674.9856","19322996884.943","20301065542.6926","21448961036.1072","22834308593.7594","24043436005.5197","",
"Nauru","NRU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39848289.2758004","53563787.7839201","58202247.6220389","66089202.6897559","73811352.8729015","81256343.1434376","109058169.294167","148890789.92941","153071923.694677","",
"Nepal","NPL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22460809734.4256","23891147880.1099","24872215556.4101","25829758552.3852","27951932214.8617","28921431534.2213","30462447593.7009","32000378541.6591","32965634594.0893","34420267374.7943","36554323947.7626","38308844733.3331","38354917592.3182","39868033576.9544","41734895411.0866","43186927981.927","44640001747.3208","46162922314.0009","48981002138.8187","51201349523.8087","53667418823.386","55503825716.8332","58157570334.6494","60558825273.2816","64185684029.7077","65934918627.1477","",
"Netherlands","NLD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","479797111402.096","491500008314.99","499885347031.22","506171666252.491","521159876980.6","537399406197.935","556566934191.018","580498574514.053","606768544316.393","637420630626.685","664439380911.065","678553829772.888","679257014978.114","681185579026.989","695018457596.607","710033400059.855","735016897712.313","762201299999.9","775151563338.64","745947080653.357","756410198215.739","768994037544.928","760865482934.042","759417257663.058","770198630775.042","785230682037.473","",
"New Caledonia","NCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80876471127.1154","79996737402.4065","80889983594.6338","86080199001.1751","90477445045.9512","94632177654.9991","98073593403.9845","100010856627.195","100619629471.21","106165436494.176","109103334532.478","112851981516.807","118352272765.509","123839762801.657","128557041363.172","132928684845.159","136818146062.506","140737476959.387","138894801146.486","138148058745.11","140041228566.304","143507535760.794","146850808237.689","150880372570.77","156276119941.105","161578568586.083","",
"Nicaragua","NIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12516179183.8645","12492309277.7288","12540463022.6138","12491412444.5241","12908327308.298","13671455716.5911","14538809548.3642","15115513378.827","15676553084.609","16779550731.9764","17467779132.5188","17984972740.6234","18120568453.6353","18577339590.8537","19564199548.0389","20402016497.9272","21249122414.6622","22372726808.5859","23010732305.3705","22375817844.6117","23089897043.347","24528765812.9445","25900061720.8637","27074172629.6242","28310166046.9443","29705561219.5799","",
"Niger","NER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7165510656.43485","7344949608.91948","6866320036.65646","6965843079.93695","7244794564.2919","7433576222.78774","7687737114.39585","7899454751.7521","8722756663.75422","8673145258.46074","8550896465.0998","9158381275.36573","9433052306.30259","9933004078.37751","9942937082.5389","10390369251.1897","10993010667.9179","11338913487.1794","12426051457.8366","12337494571.0586","13370049076.8363","13679084420.6116","15295085393.182","16100888419.3894","17235968520.7962","17857377170.5526","",
"Nigeria","NGA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289764560510.884","287974248468.147","289223265804.596","295269124746.948","297955374983.979","297039254663.667","311872520371.029","320611988153.309","329318656121.044","330880408931.07","348476938056.296","363848482985.796","377618867985.563","416718222527.213","557301344581.464","576498519048.468","623834609859.568","666432522053.348","708219598550.843","757330491735.703","816703229268.353","856618673550.592","893275762114.417","941462775527.185","1000866424115.25","1027416343922.94","",
"Northern Mariana Islands","MNP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181660744537.078","187264386726.97","193957971155.147","199476680890.729","209561131786.308","218266197627.603","229240612098.639","241355255856.218","247689375710.201","252676124622.86","260775114733.024","266213131315.914","270040500944.3","272524446571.001","283313793063.569","290749988371.991","297713719443.322","306436034900.086","307613687096.148","302622552683.249","304443995870.189","307393388952.404","315843072659.791","318997414640.789","325118399319.471","330356144865.799","",
"Oman","OMN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63501952981.3303","67359111459.6436","73026628713.9974","77439598877.3001","80440982954.6868","84460473808.4193","87033089168.6988","92284241314.7463","94722702867.3695","94604482404.2533","99714423105.748","104184076348.643","103037462607.99","100287424212.41","101583250621.179","104113139178.554","109706168123.624","114591048422.467","123987165822.532","131565824002.747","137884735886.566","136358363675.009","149084247377.929","155603128698.117","159559710512.528","168579738605.659","",
"Pakistan","PAK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328953143449.091","345603329686.873","372235169145.803","378778124260.17","392934636785.54","412434447024.305","432423417741.505","436809903655.477","447949579620.862","464345128860.734","484126640027.63","493724373362.681","509644170039.429","534343162148.067","573716619354.5","617705218216.351","655864217731.327","687560936960.628","699259136320.384","719059767225.284","730612842689.226","750693024684.963","777020079943.001","811181430791.264","849101793880.401","889115357627.429","",
"Palau","PLW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248749993.563107","232829992.75539","204191798.601701","219097789.532362","242979544.0312","268249444.663041","274419186.311624","279907432.824071","264792572.019472","261316032.066604","272598054.454544","290588306.370448","272140675.168546","291045685.656445","294704719.944426","286624352.558469","286471892.79647","270463617.786555","245917596.104686","253997963.490643","266804583.498575","275342330.170529","268634100.642565","280068582.792504","306291661.856364","",
"Panama","PAN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19312621418.0466","21131678515.9434","22864831171.6611","24112277668.5177","24799513205.9507","25233920977.5388","26263389911.4063","27960265051.5184","30012968400.4904","31188638325.725","32035526366.7639","32219497720.9882","32937718507.0895","34322912928.705","36904710003.9147","39558630611.5615","42981427517.5447","48132315530.0233","52277300164.0442","53112879035.6646","56176084584.9009","62809393855.1306","68606670918.0419","73151285881.6534","77579377510.2612","82061443525.3673","",
"Papua New Guinea","PNG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6680584536.54496","7318373120.52276","8331900827.31292","9848497260.02443","10433705716.5213","10088094549.163","10868277100.3482","10443937218.1036","10050293386.0913","10236781991.646","9981390482.79595","9969284178.29171","9953442950.05745","10168845660.8538","10445557788.631","11108307125.4775","11363183472.4337","12175851359.899","12980791818.9572","13778004849.6085","14835374636.6275","16418209555.3196","17746039336.5822","18728710649.0005","20327000424.5066","","",
"Paraguay","PRY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25436138176.8292","26324787857.6274","26771368932.7227","28092899923.5865","29586857834.4097","31605512284.2379","32102916501.9227","33464886317.7391","33487654195.2671","33030188982.992","32265822175.3373","31996706533.9344","31989858606.8284","33372060396.3309","34726104772.5917","35466981414.1533","37171921863.8843","39187243129.5966","41679205776.947","40026335228.2801","45266984771.214","47232661525.6067","46647463724.8769","53195031260.9932","55707078172.8341","57357253470.3615","",
"Peru","PER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115958151218.744","118531563045.094","117890889131.158","124072588687.851","139343897238.567","149671223937.293","153860481202.496","163825754422.975","163184315068.281","165623774762.088","170086294377.68","171137244537.578","180470263692.452","187986891930.036","197307664032.792","209708569743.291","225497316246.004","244706052052.742","267039317031.152","269965597046.66","292460370024.879","310964900334.817","330057289146.432","349373952099.962","357599378478.891","369225658142.909","",
"Philippines","PHL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248421429896.965","246984722686.794","247818550594.715","253063152372.195","264166610313.703","276526152956.234","292691521975.619","307868637739.823","306093090990.744","315526655884.349","329445207189.109","338979326483.167","351338167446.152","368800952295.304","393501899212.424","412302095671.424","433918900933.804","462629876187.425","481841771428.006","487374907008.677","524572646173.04","543770720548.511","580115323633.749","621094861179.511","659717183968.628","698673579752.035","",
"Poland","POL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","391648076637.323","364171697198.52","373330537525.207","387286791495.947","407785114777.314","436133751278.775","462548538726.302","492427092117.632","515150866723.254","539065255398.056","563644319418.359","570678631177.838","582329628335.469","603074955669.049","634046771739.267","656198200769.411","696748650948.141","745763538890.811","777455844036.244","799381824258.012","828215210575.654","869763587028.928","883737532109.831","896028779347.904","925441552087.749","961912377812.453","",
"Portugal","PRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201330838571.827","210125385201.795","212414651816.692","208074431992.716","210082013686.984","219079364976.644","226739877367.052","236775861281.543","248121616253.189","257769117387.503","267532108899.111","272731071143.289","274827819009.739","272260361735.737","277192584306.018","279318055511.198","283656013692.769","290724726932.707","291304060640.11","282628721932.129","287994970166.18","282733725683.416","271344485394.571","268277869876.533","270673842796.877","274992615752.428","",
"Puerto Rico","PRI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89398437644.4813","90161650521.0136","93821613858.4013","97435554355.2363","101316415948.669","105445252511.504","108496256392.795","111919872478.857","119469630932.662","121938308150.618","123782567145.197","135974471720.56","138385663002.035","140036487053.33","142502413697.865","143312681168.627","142037815704.817","137314061530.999","134844044733.146","131660223766.556","128220560543.109","125796598245.822","122308888721.51","121602747285.265","","","",
"Qatar","QAT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64156673607.27","66657620462.8021","71445071925.4044","74102799053.9781","88344553231.7528","94963997259.8675","119816308666.494","141366058696.533","166336332183.597","186224437444.793","222710146611.602","252498021613.775","264333258304.437","275991080905.441","286972440751.688","297162877140.175","",
"Romania","ROU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266349831450.398","231942198898.279","211607296443.62","214842421789.058","223289902772.744","239228811489.65","248486496817.543","236519022059.477","231582285447.058","230652418832.369","236176762306.1","249383772387.206","262312306509.326","276803167129.809","299940012507.02","312453252817.767","337623112525.137","360796743834.357","391316482741.424","363662819694.969","360759097412.71","364569775773.055","366906542945.306","379864226153.902","391549998116.842","405892316713.625","",
"Russian Federation","RUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3060598667480.2","2906132105883.54","2483839905613.93","2268527241378.97","1983378902806.38","1901197034575.26","1832753941325.7","1858412496492.53","1759916634201.07","1872551298790.16","2059806428655.08","2164691447196.98","2267377263737.19","2432801806036.38","2607378427585.68","2773629752631.32","2999775767691.79","3255809035565.88","3426672380850.65","3158676273694.51","3300934386468.09","3441692056998.75","3562768782749.03","3608352767277.39","3634746359911.87","3531946979892.73","",
"Rwanda","RWA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6173438434.63168","6018214754.74544","6371647971.24431","5854990670.14118","2912971029.22303","3939038225.5242","4441096053.66882","5056176864.73566","5504086862.07436","5921356996.34711","6413937213.59927","6969958493.20551","7911636818.63661","8026461202.83583","8584010532.13986","9177337461.49055","10024889312.301","10788069485.6552","11992283427.5307","12743958372.1409","13675881900.4076","14749703249.8507","16045959021.6784","16797633966.2886","17975002374.428","19216033048.2844","",
"Samoa","WSM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","594321522.062492","580652085.315551","579490837.173623","603249890.177088","587914696.273025","627150017.689025","672172903.580314","676497830.615033","691346188.987416","706455137.233733","755333286.736156","807751648.070909","842840344.085509","880898624.033888","921640202.551895","959948104.786922","978847639.215345","1040736668.85208","1051238603.71866","1000692190.18202","1005487093.99996","1063589611.12987","1067866343.45246","1047215316.67029","1059741554.79038","1077065955.66864","",
"San Marino","SMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","276900797.389447","285733748.179649","292525289.270739","311754359.312762","323701494.301333","346664135.261305","378264812.535631","390572055.056224","422544954.559275","432797083.968039","461673241.876136","481978562.179656","497122212.212761","521057624.579474","553403223.552657","575391345.423751","",
"Saudi Arabia","SAU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","578256548044.853","630899794156.604","660101372025.58","660273760363.929","664667775528.252","666003470573.192","688539785462.379","706391415799.224","726414258382.931","720977105025.244","756049323715.856","760189789608.814","761160575032.432","819459920274.663","895294431130.422","960257151888.884","1013808267972.3","1074558799222.58","1165113638371.54","1186425618565.74","1242921806955.03","1366703554588.84","1440293242118.96","1478747795506.51","1532554977479.37","1585973971113.69","",
"Senegal","SEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13917391811.1233","14273096049.9704","14450460283.4227","14638429040.0041","14635892397.3364","15420884517.4866","15731172003.7103","16222619058.587","17179538230.2989","18272129890.2947","18854396726.0598","19718100881.4342","19847215734.0664","21173650439.7659","22416707226.4485","23677110544.1205","24259939254.1622","25458012735.4106","26395510267.0267","27035119914.6308","28165015730.3204","28661034905.9366","29925324826.7509","30968287438.6453","32303346110.5784","34398281017.759","",
"Serbia","SRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56374778539.3284","57742518059.4865","61891221464.1563","63395460760.4458","55695075709.7703","60016573262.6008","63013029137.0788","67496902757.7085","70477170491.6828","76852896926.0227","81110875557.5063","85088835854.735","90099513251.7431","94934868894.5271","91976725254.1983","92514309059.3003","93810865401.54","92858431464.7545","95246503418.2287","93502253146.6635","94210733887.2606","",
"Seychelles","SYC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","988148343.595289","1015425448.37214","1088144804.0949","1155573326.5737","1146343797.09172","1136879097.08024","1192785414.85876","1335461110.02699","1447685229.25311","1474785992.10925","1497119248.82187","1463117233.94719","1480862377.23571","1393682120.58042","1353955857.57944","1475889891.95732","1614713982.5559","1782990368.6188","1744711479.34902","1725428129.11537","1828176726.62899","1972370136.58509","2102748609.06036","2229961158.36295","2303928636.12486","2384515771.42966","",
"Sierra Leone","SLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5392787874.32062","5519624122.77649","4470182976.19392","4531627848.52039","4443379637.69738","4087920229.13609","4159615048.89572","3915151060.96964","3985037066.5423","3906161802.19524","4166028117.63157","3868560390.62523","4884776140.3685","5343084642.61762","5685979059.76953","5932323215.23361","6260133495.47595","6764595182.87379","7129861455.62975","7461365284.71649","7861678217.38886","8239839598.10149","9490793018.72056","11456883708.9668","11978947819.8427","9511431824.32316","",
"Singapore","SGP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104510632591.893","111499338249.064","119401966400.685","133177833873.797","147728119663.13","158110519646.303","170019299491.762","184115799738.739","180018800202.006","190991314200.892","207984851215.768","206004232139.003","214680484680.627","224202268643.958","245611736698.968","264005986397.692","287397434545.84","313583729815.882","319189416002.053","317263464416.269","365615612590.599","388311014282.003","402562556977.468","421384279235.337","435121471159.851","443860330454.631","",
"Sint Maarten (Dutch part)","SXM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1214600998.53945","","","","","",
"Slovak Republic","SVK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61711899716.8496","62885244764.6972","66787607793.8549","70690338548.0783","75466988795.9471","80045980799.3515","83257276426.6318","83086541196.933","84092032397.8966","86880917906.687","90810361317.6689","95731116836.4731","100765459657.34","107568096372.995","116660706811.781","129259569729.464","136536597873.784","129132843080.898","135643355150.545","139467276321.22","141778456459.842","143891871970.657","147591119892.014","153245460822.683","",
"Slovenia","SVN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36675420747.795","37965031527.4714","39906707659.8815","41217895026.271","43391872631.1127","45194993242.3199","46527958795.7851","48312913334.4512","49686006435.3226","51848239846.6964","53923728705.9279","56973654376.1001","60928563587.6141","62939285575.3855","58031735404.3469","58750026638.2386","59131529881.2443","57541238481.0834","56915809657.2816","58683774179.5408","60043268817.3717","",
"Solomon Islands","SLB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","559013424.570363","592577589.713447","667778336.651639","694332264.610426","758167922.356799","820516559.324775","833687325.67501","821684949.120169","836342710.851784","832306515.224281","713557324.401916","656625693.512172","638240157.534976","679725779.457378","713021269.551109","751675530.36168","803891798.578851","862736688.39363","923943500.846637","880260630.548226","940959502.648925","1062611217.02648","1112135401.37642","1145659464.62869","1162929436.60713","1206358336.72939","",
"Somalia","SOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","364397489987.234","360686801139.4","352978773734.239","357333167180.337","368767828525.823","380199631227.44","396548215357.947","406858468963.814","408892761298.368","418706187589.523","436291847455.43","448071727348.241","464652058855.399","478354998724.168","500141963714.947","526534715067.638","555941920907.478","585743043329.055","604434360911.322","595137621679.304","613228226032.098","633367849861.212","647385920661.183","662472228350.571","673263049955.896","681777480395.784","",
"South Sudan","SSD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34431181839.3547","36167078722.6892","38153886954.9423","36383425753.1343","19617170973.6121","22192852779.8577","22941561619.7032","21484823398.0989","",
"Spain","ESP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","923439444004.185","946950217598.465","955749425064.976","945890948369.426","968433377210.16","995137869749.502","1021754215987.29","1059453002569.95","1105072820516.39","1154634244520.79","1215703925587.05","1264345081226.11","1300755211954.71","1342217714058.95","1384722346549.5","1436276984989.03","1496228897173.19","1552620197204.08","1569947015589.59","1513840060274.32","1514048766494.16","1498907060209.01","1454991909843.42","1430171277524","1449893314942.59","1496357762758.6","",
"Sri Lanka","LKA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62600781574.6614","65480409540.9741","68361541832.4565","73078531458.9196","77170869827.6602","81415333442.4976","84509089413.3419","89922234371.1768","94147161354.5595","98195998156.2579","104087790607.568","102479209424.869","106542177723.794","112871069761.727","119016968675.274","126445707990.367","136141933974.233","145395264501.448","154046410898.054","159497977900.526","172283271063.257","186763228839.866","203841940568.039","210763820905.572","221046151065.778","231625385742.255","",
"St. Kitts and Nevis","KNA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","584997081.621226","572429240.180498","596913624.614409","638729649.813242","672666340.856919","711363643.585559","753235643.729277","805181285.121542","799808200.434859","826909700.429675","868411743.164318","911642633.911935","928404006.018547","904740693.69759","946405306.032982","1034030129.5778","1094885031.36055","1093204762.96945","1161988279.80985","1126895750.78125","1101550703.75514","1127973937.87452","1121199885.7461","1190937335.50258","1261953602.36549","1309439800.22728","",
"St. Lucia","LCA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1096932004.73274","1126307235.8075","1205393320.25702","1236407633.62116","1253979231.31671","1295208104.46062","1365372575.32279","1370883976.0691","1457978287.53998","1492365971.90017","1558336929.25128","1508021920.26034","1508706659.49967","1580875149.4835","1710748603.48642","1697284808.20549","1836846401.3989","1833622360.14914","1910217378.81829","1903374544.17894","1871043356.41378","1875503371.93071","1848335043.33363","1849490497.27979","1857576269.42162","1901601071.44812","",
"St. Martin (French part)","MAF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","599463920.616592","606272257.082065","644934862.521836","672351192.969682","663962017.868646","715534695.240599","724744522.470617","750152785.629215","780830158.079966","801997822.921766","815130043.169074","829063995.230257","881488285.24682","949272894.15673","988727374.323136","1013326959.39833","1090964090.85732","1117620962.50302","1145578638.88971","1121532241.48905","1083921367.41136","1079375927.09453","1094278255.28341","1114328563.05479","1127166923.02343","1145236353.18916","",
"Sudan","SDN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45183271339.9822","48576946468.1815","51772270671.9222","54137615868.6558","54682363849.3737","57961715692.2895","61392541955.933","67879729978.1642","70804330929.8085","73002165107.4278","77634785973.4331","82681326873.5433","87995482216.9944","94801573495.9229","98483009911.5992","105859129468.495","116513118306.148","129937654974.458","140075343173.136","144616372285.105","149633598838.509","146689215152.158","147454286346.948","153934476283.923","158059014825.417","165813461495.166","",
"Suriname","SUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4321038285.12639","4441254318.17978","4432308381.34746","4110761191.39276","4244244797.20498","4290782451.98442","4345463208.41075","4594740350.581","4666611336.94644","4625962462.95757","4622785018.04806","4833263998.66489","5041091663.82541","5344069063.47245","5838717803.89428","6105588949.77004","6340174067.50348","6664251291.97361","6940378314.86397","7149540401.06534","7518260916.66145","7914263443.50122","8157321361.85381","8388805093.61818","8543403157.33225","8517774601.31548","",
"Swaziland","SWZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4761048123.7878","4844860489.34358","5001165742.9286","5156507636.24752","5280299464.04891","5535108310.44665","5747770150.80158","5926112278.87525","6080430572.50854","6259856472.48078","6370040844.92386","6490915517.08247","6701469058.78522","7006721228.75168","7224848902.98597","7599955542.53531","7985613148.57361","8309337681.95373","8676893980.87679","8899871717.04085","9061139916.77736","9233465789.05422","9549981964.80845","9986751736.31494","10261235870.843","10452834006.7968","",
"Sweden","SWE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264755858456.189","261721822874.638","258689532838.864","253345999469.591","263701775577.47","274313943380.182","278477648400.279","286554844858.768","298666921237.675","312196988989.073","326980412839.039","332092458224.36","338978651763.079","347065801848.275","362060883277.643","372264952385.367","389717206697.339","402986878421.322","400742049575.134","379964940714.511","402720761918.787","413450885918.452","412267090797.332","417384170200.757","428254217021.832","445748230802.172","",
"Switzerland","CHE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320789282648.675","317851441212.589","317712435260.48","317312169901.918","321341265569.319","322886487853.857","324827337775.529","332337499603.063","342124082784.166","347746454232.635","361468885784.461","366697875895.764","367223700022.667","367406240127.142","377851409793.304","389331689384.423","404954734992.921","421721271757.333","431324877605.285","422139303169.674","434608524693.076","442451269840.816","447088613263.491","455049381545.482","464136199660.449","468045326174.656","",
"Syrian Arab Republic","SYR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tajikistan","TJK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19257428668.7304","17890151407.2943","12702007310.3579","10618878131.1623","8357057300.21174","7320782163.78896","6098211632.74194","6201880974.35865","6530580713.61541","6772212178.67419","7334305858.05441","8082405132.74631","8955304880.51523","9940388158.76911","10964248309.0613","11698852623.1307","12517772528.4093","13494158953.9223","14560197218.6095","15113484857.4058","16095861426.4997","17286955072.7244","18583476559.5105","19958653930.8182","21295734185.9823","22573478237.1413","",
"Tanzania","TZA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36451878699.2521","37207157328.7133","37424566984.3451","37875832715.6963","38469597663.5882","39842928396.2657","41653537207.1804","43121940270.3179","44721122425.64","46885795731.1924","49199068982.4716","52149944939.5634","55885734164.5553","59734152418.3555","64410320105.0015","69674791879.0266","72922035020.5017","79094434073.7384","83497301398.9383","87991415201.5312","93586689055.5195","100984255978.622","106175870333.219","113887487533.288","121819902871.073","130297806032.217","",
"Thailand","THA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","376314995846.863","408521012819.309","441543351442.836","477975283774.733","516198512448.266","558115183293.299","589661940481.29","573425064843.98","529651322818.871","553868561612.212","578547150354.831","598473724512.5","635273154571.686","680945037832.023","723771636118.782","754081997464.186","791544163882.491","834565321921.129","848967147855.654","842699394988.661","905958400766.498","913511216940.895","979566840227.493","1006035885181.38","1014261567594.45","1042948285419.08","",
"Timor-Leste","TLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1031548025.2888","1212127050.7704","1410514751.52599","1316771112.70742","1286249927.97579","1292790181.84685","1373453312.9233","1294970266.47054","1443216020.88131","1648143975.50796","1861792268.62936","2055819800.13757","2221506231.53784","2350131224.33542","2417713847.66974","2559419348.20945","2669474380.18245","",
"Togo","TGO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5112873708.34015","5077085254.66435","4874982391.02692","4139063459.72726","4759195097.30229","5132593564.2868","5586120393.70507","6389258014.63462","6242312966.80963","6397231657.89102","6347110652.51017","6243855458.3497","6186277681.45619","6492770478.53086","6630356525.81537","6708621715.48175","6980482743.28204","7140367481.75561","7299274948.58694","7555501154.42276","7857394710.04464","8241131319.98898","8638382159.23653","8981135250.1421","9508482932.38876","10018697437.2813","",
"Tonga","TON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","340095442.781186","361912360.773137","362824327.50898","376386872.66768","395027533.325805","409690455.014733","409732308.560581","409193168.805514","420318364.461197","436633881.668495","451347743.528355","467604335.348736","483591150.777377","493788065.074905","492052795.035871","499837898.753915","495778104.806674","475125100.882479","489828361.67974","501093436.291282","519007373.456783","533500127.439566","538245273.200066","521418839.845921","532184494.268111","551908321.939257","",
"Trinidad and Tobago","TTO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14974890227.0352","15376524299.9944","15123241551.2814","14903428308.6483","15434869790.3229","16045422148.4794","17175295956.4939","18495722246.2221","19996811411.8242","21601470516.6607","23234485891.6293","24203021031.0831","26123944534.76","29896612153.5836","32273271332.4065","34277116487.2068","38804457830.8424","40649295468.1803","42027477868.3266","40182222585.8277","41517610649.3548","41395401723.1008","41931049507.5666","43043865355.6622","42795964865.3593","42548380978.4923","",
"Tunisia","TUN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46226647893.9084","48031588302.2044","51780803850.7654","52914714852.3087","54596562176.5656","55880493088.9098","59873758298.098","63131455620.3884","66151514565.4559","70156746998.8308","73461031524.7235","76249747322.6908","77258198739.4427","80891197404.9151","85935405733.5277","88931574432.6097","93595319776.6466","99875210438.1939","104107698970.785","107276163647.022","111042209915.176","108913333410.658","113267324926.338","116660425528.66","120006390807.025","121200025400.732","",
"Turkey","TUR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","591456097081.224","595716231422.354","625714326096.319","673589388522.076","642145243271.018","692735159270.566","743856689731.579","800223647699.054","818694517877.073","791142631065.932","844738235242.349","796609472858.572","845711203059.452","890240141604.288","973591613367.865","1055389060352.27","1128142192696.13","1180810401007.19","1188590040925.5","1131230162980.57","1234816394148.46","1343143703631.64","1371718558194.15","1429227986962.89","1472392361703.97","1530874978697.69","",
